Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR33,OUT027,2861.4419500000004
NCP50,OUT049,1832.8142400000002
FDZ47,OUT018,2256.5626499999994
FDU57,OUT049,2312.48985
FDY44,OUT013,3028.55775
DRH59,OUT018,1917.8036100000004
FDB03,OUT027,4037.6442300000003
FDY46,OUT045,3107.3551799999996
FDM39,OUT045,2438.52579
FDY36,OUT035,1238.12168
NCM55,OUT035,2818.13166
FDJ50,OUT010,182.32933000000003
DRL60,OUT013,2635.36956
NCJ54,OUT049,3590.2599200000004
FDX59,OUT017,1434.26636
FDI07,OUT013,2446.1492000000003
DRF51,OUT010,317.28699
FDM14,OUT017,1774.8230600000002
FDP21,OUT045,3021.43369
FDE40,OUT035,2481.86937
FDE05,OUT035,2244.24535
FDM13,OUT027,3483.6986300000003
FDC34,OUT027,4068.6372199999996
NCI55,OUT018,1583.0060799999997
NCE43,OUT018,2148.6697599999998
FDW58,OUT018,1942.6379499999998
FDG60,OUT045,2642.1607200000003
FDV31,OUT017,3063.4789600000004
FDR47,OUT013,2282.0294999999996
FDM60,OUT019,223.10958000000005
NCF06,OUT018,2380.8009300000003
NCN26,OUT027,3058.85165
FDQ59,OUT049,2253.33352
FDF09,OUT046,1854.2197099999998
NCS06,OUT017,3996.6309499999998
FDT44,OUT046,1509.90124
FDI19,OUT017,2559.03559
FDT22,OUT017,1187.8204899999998
NCF54,OUT027,4543.65223
DRG25,OUT045,2503.84077
FDB59,OUT017,3012.04591
FDQ37,OUT017,2845.7623599999997
FDP56,OUT035,1733.9762299999998
FDW44,OUT035,2794.82866
FDJ26,OUT010,357.03524999999996
FDU43,OUT018,2691.23018
FDW33,OUT045,1695.69273
NCX53,OUT027,3734.20588
FDN56,OUT010,231.73169000000001
DRF15,OUT049,2085.35218
FDO33,OUT017,2231.0958
FDZ39,OUT010,364.92498
NCJ19,OUT017,1727.68442
FDU01,OUT035,2319.7137799999996
FDT12,OUT035,2575.7804600000004
NCM18,OUT018,1325.9407
FDP19,OUT017,2081.0910599999997
NCR42,OUT049,1595.0570599999999
FDN10,OUT046,2179.13011
FDG44,OUT017,1163.6186599999999
FDQ10,OUT046,2727.81589
DRH13,OUT049,1954.6889299999998
FDT52,OUT013,2920.59828
FDM56,OUT045,2055.4577600000002
NCO43,OUT010,284.16344
NCV29,OUT035,3018.5707500000003
NCF06,OUT013,3501.30904
FDO50,OUT035,1692.4968900000003
FDT59,OUT013,2605.0756599999995
FDX40,OUT027,1894.8002199999999
FDE50,OUT017,2625.8819099999996
FDX51,OUT017,2975.09401
NCD30,OUT018,1333.46424
FDK15,OUT013,2197.77251
FDL12,OUT045,1198.70632
FDK46,OUT017,4459.828009999999
DRH49,OUT010,207.16367
FDQ57,OUT046,2355.8001400000003
FDY59,OUT017,1428.141
FDO09,OUT018,2918.9004900000004
NCG30,OUT035,2482.20227
FDM09,OUT017,2521.3846
NCN17,OUT027,2995.36762
NCS42,OUT013,1597.68697
FDD02,OUT019,430.04022
FDE34,OUT013,3017.3390200000003
FDU38,OUT045,2991.7390100000002
FDB33,OUT046,1858.9136000000003
NCJ29,OUT017,1767.3328100000003
FDZ27,OUT035,1696.99104
FDI40,OUT013,2105.1930199999997
FDG22,OUT013,2012.87985
FDT51,OUT017,1893.9013899999998
FDF20,OUT018,2767.4309900000003
FDV50,OUT035,1855.08525
FDT02,OUT049,1573.58501
DRC49,OUT017,2235.39021
FDF26,OUT049,2289.55304
FDV52,OUT035,2148.76963
FDX59,OUT049,1224.60594
FDV25,OUT035,2470.68393
FDW23,OUT027,2209.4573
FDE53,OUT018,1505.87315
FDA19,OUT017,1968.4709900000003
FDH22,OUT046,2196.6073599999995
NCO41,OUT013,1418.6866399999997
FDX12,OUT017,3222.2389700000003
FDF17,OUT013,3215.28136
FDS11,OUT045,2852.9197099999997
FDR51,OUT035,2655.7430400000003
FDT49,OUT010,252.43807
FDC56,OUT013,2103.2622
FDR13,OUT027,2911.3769500000008
FDQ60,OUT035,1902.92298
FDN38,OUT049,2289.55304
NCL29,OUT013,1894.3341599999999
FDO13,OUT027,4754.54438
FDE26,OUT018,1674.9863500000004
FDA31,OUT010,322.2472
FDX14,OUT035,1747.4919699999998
FDA34,OUT045,2726.61745
FDF26,OUT013,1966.1073999999996
FDE38,OUT045,2226.03572
DRI11,OUT046,1875.3255700000002
FDQ60,OUT027,3930.0176600000004
FDL21,OUT027,2649.81742
DRC12,OUT027,3357.1300500000007
FDC47,OUT046,2780.28093
FDE57,OUT045,1911.1789
FDT14,OUT045,1768.16506
NCZ53,OUT046,2521.55105
FDE28,OUT018,2063.54723
FDR19,OUT035,2145.6070799999998
NCF54,OUT019,376.74293
FDZ08,OUT046,2050.93032
NCJ05,OUT018,1685.50599
FDF59,OUT046,2283.62742
NCO05,OUT035,2117.4104500000003
FDW24,OUT018,1712.80379
NCX42,OUT018,2487.16248
NCA53,OUT035,1342.2527999999998
FDI45,OUT019,334.53121000000004
FDG46,OUT046,1937.2449699999997
FDM20,OUT010,321.24850000000004
FDW11,OUT010,302.67268
FDX08,OUT035,2941.93717
NCK17,OUT035,2059.21953
FDK32,OUT018,2126.79823
NCA42,OUT035,2855.5496200000002
DRI01,OUT035,2283.0947800000004
NCL55,OUT049,3170.04025
DRE25,OUT018,2098.90121
FDD14,OUT017,3082.8870300000003
FDB10,OUT046,2879.31868
DRN11,OUT035,2277.90154
FDP38,OUT018,1639.03315
NCA30,OUT017,3106.5895100000002
FDT15,OUT017,2948.3288500000003
NCP55,OUT018,1232.3957999999998
FDF12,OUT035,1480.37301
FDM21,OUT018,2455.9364600000004
FDX56,OUT035,3117.17573
FDF10,OUT017,2416.7874199999997
FDT32,OUT045,3534.2661399999997
FDM51,OUT018,2163.38394
NCR50,OUT018,2024.66451
FDI19,OUT049,2838.00579
FDX21,OUT017,1960.3815200000001
FDR31,OUT035,2664.83121
FDY02,OUT013,2761.4055
NCA29,OUT045,2959.1813900000006
NCX17,OUT046,2231.1623799999998
FDM12,OUT045,3222.2389700000003
FDI53,OUT027,3882.5128300000006
NCU30,OUT049,2955.0201399999996
FDC56,OUT027,3328.5672299999997
FDK27,OUT018,1865.3052799999998
NCK18,OUT017,3047.96582
FDB52,OUT019,356.90209
DRG25,OUT027,3357.59611
FDZ13,OUT049,1211.4896800000001
FDB57,OUT019,332.80012999999997
FDR40,OUT046,1967.6054499999998
NCO14,OUT019,283.53093
NCN19,OUT045,2745.8590699999995
FDQ28,OUT019,326.2752899999999
FDO13,OUT018,2023.9654199999998
FDK48,OUT013,1755.28183
FDU07,OUT018,2303.23523
FDW20,OUT046,1612.63418
FDV12,OUT010,262.39178000000004
FDH24,OUT013,2490.22516
FDV59,OUT049,3157.62308
FDK57,OUT045,2037.38129
FDL16,OUT027,2407.0667399999998
NCQ17,OUT046,2310.2927099999997
FDJ15,OUT018,2359.5952
FDX24,OUT049,1928.58957
FDT47,OUT046,2368.7499500000004
FDT10,OUT049,1619.85811
FDZ37,OUT018,1865.30528
FDW43,OUT027,5434.09315
DRN36,OUT017,1189.05222
FDJ14,OUT045,1429.4725999999998
FDA32,OUT013,3411.9253899999994
FDJ38,OUT019,490.19524999999993
FDQ57,OUT017,2517.8225700000003
NCQ41,OUT019,420.38612
FDG56,OUT049,2160.6874500000004
DRC13,OUT027,3068.0064
FDV55,OUT035,2653.8788
FDQ49,OUT045,2801.9194300000004
FDE29,OUT010,355.50391
FDR03,OUT013,2446.1492000000003
FDD45,OUT049,1659.5065
FDN38,OUT010,352.77412999999996
FDT56,OUT046,2052.3284999999996
FDT48,OUT045,2842.83284
FDU03,OUT049,2347.74396
FDC56,OUT010,291.35408
NCO43,OUT027,2531.27173
FDQ27,OUT017,2180.09552
FDR03,OUT046,3023.03161
DRH23,OUT010,226.97122000000005
FDG22,OUT045,1040.91172
NCJ42,OUT013,2053.56023
FDR24,OUT046,2297.01
FDW60,OUT035,2201.56757
FDJ08,OUT013,3019.80248
DRL59,OUT018,1761.7733800000005
FDG60,OUT010,336.82822
FDW27,OUT017,2289.8859399999997
FDX14,OUT018,1916.9047799999996
FDC20,OUT013,1540.72778
NCS29,OUT018,2154.6952499999998
FDJ56,OUT046,1927.3578400000001
FDB20,OUT019,308.86462
FDL28,OUT027,4216.97746
FDW01,OUT018,1622.75434
FDL03,OUT046,2554.5081499999997
FDX22,OUT049,3075.996
FDJ21,OUT035,2256.86226
FDR31,OUT045,2291.2175400000006
FDG21,OUT035,2765.26714
FDS22,OUT027,2649.8174200000003
FDK08,OUT035,1905.9523700000002
FDE17,OUT018,1661.3041600000001
NCN30,OUT017,2023.2330399999998
FDT50,OUT046,1991.27464
NCX42,OUT049,2955.02014
FDJ12,OUT035,2575.7804600000004
NCA18,OUT027,2971.59856
FDP23,OUT019,480.97392
FDX12,OUT013,2982.71742
FDN40,OUT018,2190.5485799999997
FDV48,OUT035,1723.4565900000002
NCY54,OUT013,2788.7365899999995
FDL16,OUT010,317.0539600000001
FDR45,OUT018,2850.09006
FDJ52,OUT046,2494.0535099999997
DRG01,OUT017,1178.7323199999998
FDP52,OUT013,3268.5453599999996
FDU58,OUT017,2716.63045
FDL02,OUT045,2212.1870799999997
FDG28,OUT013,2920.59828
FDA19,OUT035,2454.30525
FDW46,OUT027,2620.9217
NCD43,OUT049,2137.51761
DRG39,OUT013,1558.93741
NCF55,OUT049,1659.7728199999997
FDJ07,OUT046,2208.4586
FDE08,OUT046,2240.1173900000003
FDP56,OUT019,308.86462
FDT45,OUT045,1306.8322400000002
FDF17,OUT018,2680.7438300000003
FDX44,OUT046,1920.1672000000003
FDM28,OUT027,4308.55825
FDI36,OUT049,2957.2505699999997
FDS07,OUT045,1742.29873
FDD36,OUT045,1532.9379199999998
FDW11,OUT046,1854.15313
FDN40,OUT049,2002.4933700000001
NCQ18,OUT049,2041.3760899999997
NCQ54,OUT017,2894.36576
NCS42,OUT045,1473.04921
DRH39,OUT010,323.14603
FDC09,OUT027,3095.6371000000004
FDT08,OUT010,321.2485
FDC08,OUT035,3056.42148
FDT20,OUT017,933.35173
FDS35,OUT035,1988.47828
FDX58,OUT018,2446.2823599999997
FDW58,OUT046,2331.66489
DRD27,OUT046,1558.03858
FDH32,OUT019,296.3142899999999
FDS26,OUT035,3425.67416
FDQ31,OUT046,2380.0019700000003
FDP11,OUT018,2912.24249
FDD58,OUT017,1936.7123300000003
FDM33,OUT045,3948.6933500000005
FDZ16,OUT049,2556.03949
NCS29,OUT010,846.49812
NCM18,OUT019,254.86824000000001
FDP11,OUT049,2793.5636400000003
NCC42,OUT017,2231.7616000000003
DRM23,OUT046,2137.218
NCN55,OUT027,3685.5359
FDK46,OUT013,3354.50014
FDR01,OUT046,2094.80654
NCA05,OUT045,2234.69112
NCP43,OUT017,2338.82224
FDR12,OUT010,294.98269
FDQ01,OUT013,1966.1074000000003
FDM13,OUT046,2288.8872400000005
FDQ19,OUT017,4390.81784
FDK56,OUT019,297.27969999999993
NCX06,OUT010,432.77
FDO56,OUT027,3398.01017
FDU45,OUT045,2018.0730900000003
FDI16,OUT019,231.96472000000009
FDL32,OUT046,2031.1893499999999
FDA07,OUT046,2536.9976099999994
FDA14,OUT045,2297.14316
FDV46,OUT027,3367.21692
NCO07,OUT035,2641.9276899999995
NCP41,OUT046,1812.47405
FDY60,OUT018,2256.5626500000003
FDN38,OUT017,3098.3003000000003
FDO15,OUT046,2310.6589
FDT60,OUT013,1755.28183
FDA55,OUT035,3178.22959
FDE02,OUT010,197.90905
DRJ39,OUT049,2577.0121900000004
FDV34,OUT035,1825.7567599999998
FDS20,OUT027,4816.031010000001
FDF02,OUT027,3245.40881
FDW40,OUT017,2122.10434
NCB43,OUT046,2590.99399
FDR58,OUT017,1905.1534099999994
DRJ59,OUT035,1737.7047099999995
NCD30,OUT017,1492.0910900000001
FDE14,OUT017,1391.08923
FDC28,OUT018,1815.3037
FDU16,OUT018,1532.0390899999998
NCD19,OUT035,1887.4764200000002
FDU21,OUT046,1569.52363
FDV59,OUT027,4979.5182
FDU03,OUT045,2877.52102
FDC33,OUT010,286.46045
NCR42,OUT035,1883.5149099999999
DRH59,OUT035,2000.22965
NCM31,OUT035,2402.5393
FDS50,OUT035,3345.9113200000006
FDP39,OUT046,1522.1186700000003
FDQ55,OUT013,1974.9625399999998
FDV36,OUT019,265.62091
FDI05,OUT027,3132.9219000000003
FDS45,OUT027,3124.06676
FDA39,OUT045,1786.04179
FDC37,OUT010,235.52675
FDJ60,OUT027,3930.01766
DRQ35,OUT046,2068.9734999999996
NCJ06,OUT046,1730.21446
NCY42,OUT018,2316.58452
DRM37,OUT049,2566.05978
FDR14,OUT045,1212.3885100000002
FDE51,OUT049,2476.4763900000003
FDT33,OUT017,2480.83738
FDR08,OUT013,1925.9929500000003
FDE36,OUT010,310.22951
FDL22,OUT019,344.58479
FDR44,OUT013,2293.2149400000003
FDI56,OUT019,298.44485
FDE47,OUT010,332.06775000000005
FDV27,OUT010,371.44982000000005
FDV10,OUT049,1559.4367599999998
FDC40,OUT045,1561.93351
NCX41,OUT013,2186.55378
NCQ38,OUT027,2629.7102600000003
FDV12,OUT027,3930.0176600000004
FDE52,OUT017,1599.8841099999997
FDG20,OUT027,4677.744349999999
FDV16,OUT027,3087.78066
FDI32,OUT017,1539.62921
FDJ32,OUT049,1584.8703200000002
FDN39,OUT018,2428.93827
FDY34,OUT017,2712.76881
FDC14,OUT035,2191.84689
FDA55,OUT017,3806.1455699999997
FDZ50,OUT010,415.52578000000005
DRG13,OUT049,2506.43739
FDP01,OUT013,2380.60119
NCG54,OUT017,3290.98282
FDM13,OUT045,2338.72237
NCO18,OUT027,4443.349459999999
NCW41,OUT013,1855.3848600000001
FDM52,OUT027,3743.56037
NCF55,OUT035,1888.80802
FDT09,OUT046,1899.2610799999998
NCM19,OUT035,2014.97712
FDW12,OUT018,2256.5626500000003
FDP15,OUT019,430.67272999999994
FDK36,OUT045,1339.7227599999999
FDZ25,OUT035,2295.0126
NCW06,OUT049,3369.0811599999993
FDW60,OUT046,2577.8444400000003
DRC49,OUT013,2730.7787
NCT17,OUT035,3054.4573700000005
NCN06,OUT018,2262.8877500000003
FDC45,OUT013,2702.54878
DRJ47,OUT019,328.5723
NCF06,OUT045,3988.2751599999997
FDE21,OUT010,321.2485
DRG27,OUT013,1821.0628700000002
FDW40,OUT049,1960.6811299999997
NCO53,OUT046,2238.35302
FDE23,OUT049,1535.2349299999998
FDQ16,OUT046,2255.13118
FDS26,OUT045,3646.5865999999996
FDZ13,OUT010,173.108
FDS14,OUT049,2141.31267
FDC10,OUT045,1931.78541
FDY16,OUT049,2326.3384899999996
FDJ20,OUT035,2304.6666999999998
FDV43,OUT035,1571.65419
FDZ32,OUT027,3064.5775300000005
FDR23,OUT046,3066.3086100000005
FDN24,OUT035,1283.8288499999999
FDE34,OUT027,4357.96061
FDU31,OUT013,3089.7780599999996
FDW33,OUT018,1832.3814699999998
FDU26,OUT046,2116.77794
FDE20,OUT027,4224.40113
NCW05,OUT035,2378.27089
FDB22,OUT018,2405.5354
FDO56,OUT046,2144.37535
FDA19,OUT027,4221.70464
DRI39,OUT045,1076.39886
FDH52,OUT018,1485.46638
FDZ50,OUT035,2673.81951
NCN42,OUT035,2485.7643
FDB53,OUT013,2171.63986
DRG11,OUT017,1950.82729
DRK11,OUT027,3033.8508599999996
FDQ60,OUT017,2659.4049400000004
FDT36,OUT017,1252.7027
DRG25,OUT018,2667.96047
DRJ23,OUT046,2370.28129
FDG05,OUT035,2607.73886
NCK06,OUT018,2198.00554
FDU52,OUT017,2338.6225000000004
FDW07,OUT018,1922.99685
NCM17,OUT045,1190.71672
FDA22,OUT045,2507.63583
NCA41,OUT018,2096.53762
FDF38,OUT035,2237.25445
FDH52,OUT046,1611.6687699999998
FDY58,OUT019,440.16038
FDZ16,OUT045,2854.41776
NCM18,OUT017,1102.7645400000001
FDA22,OUT018,2203.53168
NCJ43,OUT035,3059.4508699999997
FDI34,OUT027,4561.52896
FDG56,OUT046,2017.1742600000005
FDS34,OUT046,1957.8514800000005
DRC01,OUT035,1261.2249400000003
FDQ04,OUT035,1832.3814699999998
FDK04,OUT035,2047.96751
FDT51,OUT049,2291.25083
FDV26,OUT017,3302.8673499999995
FDS04,OUT049,2006.6546200000005
FDW43,OUT018,2610.33548
FDQ28,OUT010,354.83811000000003
NCK06,OUT017,1932.35134
FDS23,OUT018,2375.3413699999996
FDZ36,OUT019,486.3669
FDE56,OUT018,1672.05683
FDW10,OUT027,4106.18834
NCN14,OUT045,2435.26337
NCQ18,OUT045,2123.902
FDW08,OUT017,1692.6300499999998
FDU43,OUT035,3117.1757300000004
FDR33,OUT010,395.1523
FDM24,OUT010,317.28698999999995
NCZ05,OUT046,2108.48873
NCV41,OUT035,2241.0827999999997
FDV11,OUT018,2412.6261700000005
NCY05,OUT035,2013.4124900000002
FDV44,OUT018,1923.1632999999997
FDW32,OUT049,2465.05792
NCU18,OUT027,3578.142359999999
NCC43,OUT035,3345.3786800000003
FDW19,OUT013,2243.64613
FDN31,OUT035,2813.005
FDI48,OUT045,1259.56044
FDS24,OUT017,2073.2013300000003
FDF46,OUT049,2781.81227
DRG23,OUT017,2752.7501
FDG14,OUT018,1973.7641000000003
NCY30,OUT049,2792.73139
FDO28,OUT018,2190.5485799999997
DRD24,OUT035,2142.3446599999997
FDI33,OUT049,2577.4116700000004
FDN32,OUT046,1945.8005
FDR16,OUT045,3376.4715399999995
FDF26,OUT046,2094.80654
NCN29,OUT018,1117.17911
FDE20,OUT045,2328.86853
FDA46,OUT046,2682.1087199999997
FDU28,OUT045,3095.60381
FDQ48,OUT045,1643.4274300000002
FDV36,OUT013,2162.05234
FDR14,OUT018,1847.66158
FDP23,OUT017,2492.72191
FDP56,OUT013,1526.61282
FDK48,OUT010,227.23754
FDR48,OUT046,2051.06348
NCY29,OUT049,1595.2235099999998
FDM22,OUT018,1484.43439
DRJ01,OUT013,2852.35378
FDZ43,OUT045,4695.254889999999
FDV03,OUT035,2688.8665899999996
FDX11,OUT027,3930.0176600000013
NCA41,OUT027,4209.62037
FDE38,OUT017,2574.5487299999995
FDI27,OUT018,2017.4738699999998
FDN32,OUT013,2930.3855399999998
NCN43,OUT017,2095.50563
FDB47,OUT027,4846.89084
FDV03,OUT017,2181.4937
NCN30,OUT045,2234.5579599999996
NCV54,OUT010,290.85473
FDV07,OUT013,1889.5404000000003
FDP07,OUT049,2964.7075300000006
FDK48,OUT018,1712.80379
FDM15,OUT019,447.2844400000001
FDY19,OUT027,3496.3821200000007
FDK46,OUT046,2925.1257199999995
FDY11,OUT045,1849.1263400000003
FDH09,OUT046,767.53424
FDO08,OUT027,4615.492050000001
FDU14,OUT013,3140.8116299999997
FDD22,OUT027,3178.82881
FDM27,OUT017,2524.58044
FDL02,OUT027,3007.0524100000002
NCA17,OUT035,2255.19776
FDE38,OUT019,455.4737799999999
NCG07,OUT049,3502.0081299999997
DRC27,OUT013,3272.4735800000003
FDA27,OUT035,2869.7644499999997
FDW40,OUT045,2135.7865300000003
DRI11,OUT013,2548.71569
FDN50,OUT046,2062.4819500000003
FDR12,OUT046,2863.50593
FDT34,OUT027,3169.7406400000004
FDW11,OUT035,1857.8150300000002
NCO30,OUT027,4561.49567
FDZ34,OUT017,2716.464
FDU45,OUT017,1995.6023400000001
NCD42,OUT035,1983.25175
FDX25,OUT045,2591.19373
NCR29,OUT046,1672.09012
FDX43,OUT019,341.78843
FDB04,OUT010,262.39178
FDR49,OUT027,3083.4862500000004
FDS39,OUT018,2186.75352
FDW58,OUT045,1801.7546699999998
FDG22,OUT019,221.07889
FDG31,OUT017,1561.66719
NCV53,OUT027,4209.62037
DRJ37,OUT035,2283.09478
FDV07,OUT035,2083.55452
FDW52,OUT018,1799.22463
FDT15,OUT045,3040.9749199999997
FDD02,OUT018,1556.24092
FDM16,OUT035,1903.08943
NCE55,OUT046,2654.0452499999997
FDB57,OUT018,2406.36765
FDQ04,OUT013,1783.7114900000001
FDQ47,OUT019,223.27603
FDY14,OUT019,364.19259999999997
DRK37,OUT017,2409.8298099999997
FDO25,OUT017,2770.59354
FDL57,OUT046,2906.1171300000005
NCK29,OUT018,1407.4346200000002
FDK46,OUT027,5336.054099999999
NCB43,OUT010,505.87483999999995
DRE01,OUT027,3357.1300500000007
FDC46,OUT018,2431.73463
FDQ23,OUT045,1807.1809399999997
FDX38,OUT049,2476.47639
FDG60,OUT018,1845.0982500000002
FDW55,OUT017,4438.555699999999
FDP39,OUT013,1703.5491699999998
FDB20,OUT018,1561.1012600000001
FDV21,OUT017,1982.5193700000004
FDZ02,OUT013,2577.27851
FDP19,OUT027,3729.41212
FDA38,OUT035,3447.97846
FDH22,OUT045,2110.2198099999996
DRM11,OUT045,3142.47613
FDO12,OUT027,3009.9819299999995
FDT14,OUT049,2476.4763900000003
FDW34,OUT010,477.64492
FDG04,OUT027,4253.62975
FDW59,OUT018,1822.59421
FDR33,OUT018,1886.2114000000001
FDP32,OUT013,1968.9703399999999
FDL13,OUT027,5620.41728
FDD22,OUT013,2650.81612
FDV40,OUT027,2332.4971400000004
NCD55,OUT046,1521.8190599999998
FDQ20,OUT010,301.30778999999995
FDD28,OUT045,1001.8625499999998
FDC39,OUT045,3464.4237200000002
NCR17,OUT049,2143.4765199999997
DRO35,OUT018,2119.14153
FDF40,OUT049,2598.18463
FDR31,OUT018,1804.55103
NCQ41,OUT017,2820.02919
FDP38,OUT046,1424.84529
NCU54,OUT027,5348.837460000001
FDG22,OUT018,1622.2882800000002
DRK59,OUT013,2734.3074400000005
FDC37,OUT046,1986.5474600000002
NCO42,OUT013,2340.55332
NCT42,OUT017,2154.4955099999997
FDX27,OUT035,2518.58824
FDV40,OUT018,1580.6092
FDT45,OUT027,1810.24362
FDS47,OUT019,364.12602
FDR45,OUT035,4210.95197
FDB03,OUT045,4074.096779999999
FDO49,OUT035,1691.7312200000001
FDU60,OUT027,3930.01766
FDB26,OUT018,1726.1530800000005
FDB46,OUT017,3525.67732
FDQ37,OUT019,462.73099999999994
FDN03,OUT017,3047.5996299999997
NCX30,OUT045,3357.99559
FDK32,OUT019,332.80012999999997
DRM47,OUT013,2585.86733
NCO02,OUT046,1884.0475500000005
FDP04,OUT013,1756.01421
NCO43,OUT049,2039.21224
FDD59,OUT013,1605.31038
FDQ10,OUT017,3707.3075599999997
FDW45,OUT035,3096.36948
NCK30,OUT049,3662.099739999999
FDU31,OUT018,2414.2240899999997
NCQ17,OUT019,396.78351000000004
FDN01,OUT017,2662.0681400000003
FDZ19,OUT049,1997.6330299999997
DRG37,OUT017,2859.2781
FDE32,OUT045,1244.34691
FDO34,OUT049,2213.51868
FDM04,OUT019,253.40347999999994
FDZ25,OUT049,2289.55304
FDU08,OUT049,1677.9158699999996
NCW30,OUT045,3759.106799999999
NCM18,OUT013,1349.64318
FDS22,OUT035,1665.0326400000001
NCH18,OUT017,4021.7648999999997
FDC23,OUT013,2627.2468
FDY46,OUT013,3256.82728
NCU06,OUT046,2465.2909499999996
FDX57,OUT045,1782.9791099999998
FDX36,OUT027,3930.0176600000013
FDL16,OUT045,1321.5131299999998
FDT16,OUT010,338.72575000000006
FDN16,OUT018,1578.2789000000002
FDC03,OUT046,3502.2078699999997
DRF60,OUT013,3334.426270000001
FDS27,OUT027,4022.46399
FDP33,OUT010,520.02309
FDJ36,OUT018,1300.87333
NCR42,OUT013,1335.16203
FDV14,OUT017,1438.5607700000003
NCP42,OUT035,3094.6384000000003
FDB50,OUT027,3010.84747
NCC30,OUT027,4443.349459999999
FDA23,OUT018,1730.91355
FDW16,OUT017,1785.2428299999997
FDQ52,OUT010,371.21679
FDB58,OUT049,2315.1197599999996
NCP29,OUT049,1889.2075
NCM05,OUT045,3479.90357
FDO25,OUT013,3291.6153299999996
NCM54,OUT046,2083.68768
NCL54,OUT046,2266.9824199999994
FDL39,OUT010,409.70002999999997
FDF53,OUT018,1661.3041600000001
NCQ42,OUT035,2023.4993599999998
FDF58,OUT013,1811.7416699999999
FDZ04,OUT035,1675.5855700000004
FDE26,OUT019,432.0043299999999
FDS60,OUT017,2196.4076200000004
FDV58,OUT017,2830.0494800000006
FDM04,OUT045,1528.41048
FDE08,OUT035,2680.41093
NCB43,OUT049,2857.0809600000002
FDU11,OUT010,414.49379
FDF22,OUT019,407.8025
FDE24,OUT013,2018.20625
DRJ49,OUT046,2290.21884
NCQ53,OUT035,3162.6498699999997
NCL41,OUT013,1198.67303
FDR22,OUT013,2109.9202
FDH04,OUT035,2024.9308299999998
DRH15,OUT045,1173.40592
FDY40,OUT049,1856.6831700000002
NCI17,OUT035,2169.87549
NCC18,OUT013,2724.95295
FDY28,OUT027,4216.97746
FDB45,OUT027,2967.67034
NCL30,OUT018,1693.4623
FDM10,OUT017,3486.128800000001
FDH22,OUT027,3381.7646499999996
NCZ53,OUT017,2781.47937
NCI18,OUT013,3497.21437
FDH14,OUT027,3537.5618499999996
FDR36,OUT027,3930.01766
FDW01,OUT045,2882.01517
FDK02,OUT027,3390.8195299999998
FDJ02,OUT018,2061.5831200000002
FDU55,OUT013,3454.2036899999994
NCV18,OUT027,2429.1380099999997
FDH14,OUT018,2061.5831200000002
FDZ37,OUT045,1721.85867
FDX49,OUT049,2289.55304
NCD43,OUT046,1964.3430299999995
FDZ07,OUT013,1777.7192899999998
FDK43,OUT035,2154.4622200000003
FDR32,OUT018,2410.196
FDT39,OUT013,2256.3962
NCV54,OUT017,2053.1607500000005
FDF38,OUT018,1726.1530799999996
FDV60,OUT046,2837.04038
FDH44,OUT027,3946.1966000000007
FDS21,OUT046,1957.85148
NCL41,OUT045,841.2050099999999
FDM46,OUT017,1682.77621
FDU27,OUT045,1623.5533
NCJ54,OUT017,3962.70844
DRG51,OUT018,2343.88232
NCA29,OUT019,340.52341000000007
FDR47,OUT045,2455.9364600000004
NCL19,OUT027,2912.875
DRG01,OUT049,1974.7960899999998
FDG10,OUT046,1770.3954899999997
NCV05,OUT049,2399.5764900000004
NCH18,OUT019,395.0524300000001
FDV14,OUT018,1867.3692600000002
DRJ23,OUT035,2528.20905
DRJ11,OUT046,2235.62324
FDZ03,OUT017,3904.0514599999997
FDI27,OUT010,264.88853000000006
FDJ14,OUT018,1801.7546699999998
FDU32,OUT017,1858.0480599999999
FDD47,OUT027,4759.8042000000005
DRF36,OUT035,2345.9463
FDM21,OUT046,3165.2132
FDV10,OUT018,1605.07735
FDH60,OUT018,2256.56265
FDX47,OUT010,377.74163
FDT19,OUT019,378.97336
FDO11,OUT045,2852.91971
FDH24,OUT027,3009.9819299999995
FDL02,OUT018,1922.9635600000001
FDB02,OUT049,2289.55304
FDA43,OUT046,3099.53203
FDG52,OUT045,745.59613
DRC12,OUT013,3004.0895999999993
FDY37,OUT018,2061.5831200000002
NCU18,OUT045,2675.8169100000005
FDU09,OUT035,1879.3203700000001
DRJ25,OUT027,2177.3990299999996
DRE12,OUT018,1926.75862
DRL47,OUT017,1766.66701
DRK01,OUT046,1815.5367300000003
FDC22,OUT019,306.4344500000001
FDG44,OUT013,1526.61282
FDW04,OUT035,2215.18318
FDK09,OUT049,2748.52227
NCN43,OUT035,2165.1816
FDG04,OUT049,2481.63634
FDH32,OUT010,301.30778999999995
DRI47,OUT017,2409.63007
DRE15,OUT013,1640.16501
FDY11,OUT035,1723.4565900000002
FDO60,OUT049,1948.4304099999995
FDQ20,OUT018,1301.639
FDO57,OUT027,3972.8286
FDT14,OUT019,316.95409000000006
FDA57,OUT049,2481.63634
DRN35,OUT017,1253.73469
FDJ03,OUT046,1821.5622199999998
FDX28,OUT017,1610.47033
DRE25,OUT045,1157.69304
FDR09,OUT046,2684.1727
FDB23,OUT035,4158.55351
FDO08,OUT045,2378.4706300000003
